,user_id,merchant_id,coupon_value,three_trx,five_trx
237,717160,404793,25000,0,0
238,034082,311933,25000,0,0
239,709864,666703,25000,0,0
240,814241,324950,25000,0,0
241,430182,324950,25000,0,0
242,790841,407034,25000,0,0
243,565230,016153,25000,0,0
244,011828,531400,25000,0,0
245,843084,841900,25000,0,0
246,749520,404793,25000,0,0
247,754362,275589,25000,0,0
248,466217,403849,25000,0,0
249,972880,404793,25000,0,0
250,530944,404793,25000,0,0
251,085282,074426,25000,0,0
252,067231,074426,25000,0,0
253,156775,227212,25000,0,0
254,670403,074426,25000,0,0
255,902164,002940,25000,0,0
256,453214,227212,25000,0,0
257,998719,002940,25000,0,0
258,242002,841900,25000,0,0
259,782050,899747,25000,0,0
260,243776,324950,25000,0,0
261,332220,531400,25000,0,0
262,408066,841900,25000,0,0
263,939706,404793,25000,0,0
264,036187,324950,25000,0,0
265,308628,629060,25000,0,0
266,139322,355706,25000,0,0
267,263130,571603,25000,0,0
268,394490,403849,25000,0,0
269,777216,324950,25000,0,0
270,578011,376444,25000,0,0
271,033424,817754,25000,0,0
272,066722,817754,25000,0,0
273,804947,855467,25000,0,0
274,282433,404793,25000,0,0
275,309037,404793,25000,0,0
276,080651,404793,25000,0,0
277,149902,407034,25000,0,0
278,569801,531400,25000,0,0
279,499951,531400,25000,0,0
280,394700,571603,25000,0,0
281,675897,376444,25000,0,0
282,623609,531400,25000,0,0
283,753253,666703,25000,1,1
284,089280,531400,25000,0,0
285,257273,531400,25000,0,0
286,037323,404793,25000,0,0
287,756890,175577,25000,0,0
288,278136,324950,25000,0,0
289,927653,404793,25000,0,0
290,411001,407034,25000,0,0
291,995332,002940,25000,0,0
292,570851,629060,25000,0,0
293,908012,324950,25000,0,0
294,787345,404793,25000,0,0
295,758155,531400,25000,0,0
296,365055,531400,25000,0,0
297,037022,404793,25000,0,0
298,867137,324950,25000,0,0
299,818401,531400,25000,0,0
300,499234,531400,25000,0,0
301,079744,404793,25000,0,0
302,286907,666703,25000,0,0
303,002653,415702,25000,0,0
304,202013,324950,25000,0,0
305,716971,415702,25000,0,0
306,603218,074426,25000,0,0
307,439522,531400,25000,0,0
308,896621,074426,25000,0,0
309,161964,074426,25000,0,0
310,878573,841900,25000,0,0
311,547513,016153,25000,0,0
312,209324,016153,25000,0,0
313,425294,531400,25000,0,0
314,824209,629060,25000,0,0
315,843212,074426,25000,0,0
316,031052,531400,25000,0,0
317,133620,531400,25000,0,0
318,813092,324950,25000,0,0
319,880902,531400,25000,0,0
320,340493,376444,25000,0,0
321,055673,404793,25000,0,0
322,428731,403849,25000,0,0
323,992834,175577,25000,0,0
324,372254,404793,25000,0,0
325,382984,817754,25000,0,0
326,060902,531400,25000,0,0
327,141766,403849,25000,0,0
328,968756,404793,25000,0,0
329,270755,002940,25000,0,0
330,768429,404793,25000,0,0
331,989785,404793,25000,0,0
332,525171,324950,25000,0,0
333,919312,166745,25000,0,0
334,439810,841900,25000,0,0
335,859020,531400,25000,0,0
336,130534,841900,25000,0,0
337,183960,002940,25000,0,0
338,459783,002940,25000,0,0
339,216933,404793,25000,0,0
340,426280,415702,25000,0,0
341,527276,404793,25000,0,0
342,266083,666703,25000,0,0
343,525597,531400,25000,0,0
344,141076,297982,25000,0,0
345,376690,531400,25000,0,0
346,781282,531400,25000,0,0
347,557819,531400,25000,0,0
348,655003,166745,25000,0,0
349,610107,817754,25000,0,0
350,655985,311420,25000,0,0
351,688723,324950,25000,0,0
352,965604,227212,25000,0,0
353,671176,531400,25000,0,0
354,353830,846880,25000,0,0
355,093286,899747,25000,1,0
356,494454,002940,25000,0,0
357,472868,002940,25000,0,0
358,405692,531400,25000,0,0
359,639680,712055,25000,0,0
360,969183,404793,25000,0,0
361,391377,531400,25000,0,0
362,299220,571603,25000,0,0
363,222437,404793,25000,0,0
364,126701,074426,25000,0,0
365,632282,899747,25000,0,0
366,299256,404793,25000,0,0
367,414531,666703,25000,0,0
368,846182,002940,25000,0,0
369,622924,002940,25000,0,0
370,812192,355706,25000,0,0
371,417053,841900,25000,0,0
372,552523,404793,25000,0,0
373,283183,016153,25000,0,0
374,318452,666703,25000,0,0
375,530175,841900,25000,0,0
376,681523,841900,25000,0,0
377,787600,074426,25000,0,0
378,606913,002940,25000,0,0
379,442887,404793,25000,0,0
380,833028,016153,25000,0,0
381,900092,016153,25000,0,0
382,780992,531400,25000,0,0
383,904208,227212,25000,0,0
384,537573,771691,25000,0,0
385,766577,841900,25000,0,0
386,365628,666703,25000,0,0
387,833332,404793,25000,0,0
388,080519,404793,25000,0,0
389,980430,324950,25000,0,0
390,730203,629060,25000,0,0
391,131942,841900,25000,0,0
392,854377,841900,25000,0,0
393,556931,324950,25000,0,0
394,556483,629060,25000,0,0
395,518904,324950,25000,1,0
396,342646,415702,25000,0,0
397,732733,324950,25000,0,0
398,828581,899747,25000,0,0
399,291821,404793,25000,0,0
400,503011,324950,25000,0,0
401,935573,355706,25000,0,0
402,803957,531400,25000,0,0
403,448353,407034,25000,0,0
404,961735,531400,25000,0,0
405,495650,404793,25000,0,0
406,001182,016153,25000,0,0
"407,517760,"""",25000,0,0"
408,115436,841900,25000,0,0
409,833259,404793,25000,0,0
410,532890,817754,25000,0,0
411,195042,404793,25000,0,0
412,623002,531400,25000,0,0
413,500414,002940,25000,0,0
414,884679,571603,25000,0,0
415,980285,531400,25000,0,0
416,583345,175577,25000,0,0
417,700010,002940,25000,0,0
418,643189,531400,25000,0,0
419,738685,846880,25000,0,0
420,544117,404793,25000,0,0
421,654470,404793,25000,1,0
422,516995,074426,25000,0,0
423,978372,531400,25000,0,0
424,316952,324950,25000,0,0
425,816810,074426,25000,0,0
426,044948,571603,25000,0,0
427,992700,267490,25000,0,0
428,569383,571603,25000,0,0
429,068151,531400,25000,0,0
430,733647,531400,25000,0,0
431,971000,404793,25000,0,0
432,274027,841900,25000,0,0
433,643973,899747,25000,0,0
434,627050,899747,25000,0,0
435,328251,016153,25000,0,0
436,214329,324950,25000,0,0
437,252192,324950,25000,0,0
438,564836,841900,25000,0,0
439,654781,649549,25000,0,0
440,486836,771691,25000,0,0
441,742612,841900,25000,0,0
442,826543,531400,25000,0,0
443,150951,531400,25000,0,0
444,319054,404793,25000,0,0
445,287850,404793,25000,0,0
446,711595,324950,25000,0,0
447,465594,531400,25000,0,0
448,564755,404793,25000,0,0
449,311901,324950,25000,0,0
450,511836,531400,25000,0,0
451,772472,531400,25000,0,0
452,165091,324950,25000,0,0
453,279385,074426,25000,0,0
454,248211,531400,25000,0,0
455,402620,404793,25000,0,0
456,880467,841900,25000,0,0
457,252612,531400,25000,0,0
458,371250,404793,25000,0,0
459,172552,002940,25000,1,0
460,057621,074426,25000,0,0
461,449288,227212,25000,0,0
462,577639,016153,25000,0,0
463,726129,404793,25000,0,0
464,453989,016153,25000,0,0
465,231066,415702,25000,0,0
466,340786,531400,25000,0,0
467,067844,227212,25000,0,0
468,002378,899747,25000,0,0
469,105826,324950,25000,0,0
470,826105,311420,25000,0,0
471,248799,404793,25000,0,0
472,004112,404793,25000,0,0
473,275228,899747,25000,0,0
474,425254,531400,25000,0,0
475,229949,531400,25000,0,0
476,022334,404793,25000,0,0
477,561151,531400,25000,0,0
478,930421,016153,25000,0,0
479,070883,855467,25000,0,0
480,883881,404793,25000,0,0
481,978667,531400,25000,0,0
482,358528,404793,25000,0,0
483,045462,531400,25000,0,0
484,246371,531400,25000,0,0
485,659514,403849,25000,0,0
486,556171,571603,25000,0,0
487,158739,629060,25000,0,0
488,566051,573427,25000,0,0
489,177721,002940,25000,0,0
490,912570,404793,25000,0,0
491,292820,531400,25000,0,0
492,429760,407034,25000,0,0
493,387902,629060,25000,0,0
494,937387,404793,25000,0,0
495,989692,403849,25000,0,0
496,808303,002940,25000,1,0
497,169085,226401,25000,0,0
498,729314,899747,25000,0,0
499,146918,403849,25000,0,0
500,232862,899747,25000,0,0
501,485861,324950,25000,0,0
502,302378,324950,25000,0,0
503,034750,841900,25000,0,0
504,874795,324950,25000,0,0
505,187269,404793,25000,0,0
506,315801,404793,25000,0,0
507,199112,404793,25000,0,0
508,128561,841900,25000,0,0
509,076701,016153,25000,0,0
510,849612,899747,25000,0,0
511,849584,166745,25000,0,0
512,227685,404793,25000,0,0
513,997229,324950,25000,0,0
514,116354,841900,25000,0,0
515,064238,355706,25000,0,0
516,515900,404793,25000,0,0
517,510017,531400,25000,0,0
518,320600,404793,25000,0,0
519,154052,404793,25000,0,0
520,594332,227212,25000,0,0
521,657171,666703,25000,0,0
522,475580,324950,25000,0,0
523,493354,175577,25000,0,0
524,320433,404793,25000,0,0
525,756690,841900,25000,0,0
526,113842,074426,25000,0,0
527,666300,649549,25000,0,0
528,540416,324950,25000,0,0
529,123825,002940,25000,1,0
530,320723,002940,25000,0,0
531,269074,074426,25000,0,0
532,977092,311420,25000,0,0
533,342479,629060,25000,0,0
534,677368,016153,25000,0,0
535,717010,899747,25000,0,0
536,290293,002940,25000,0,0
537,281219,324950,25000,0,0
538,498329,899747,25000,1,0
539,392038,899747,25000,0,0
540,488447,403849,25000,0,0
541,116432,843869,25000,0,0
542,768631,404793,25000,0,0
543,976814,531400,25000,0,0
544,817680,531400,25000,0,0
545,636184,016153,25000,0,0
546,479270,531400,25000,0,0
547,836526,355706,25000,0,0
548,511621,531400,25000,0,0
549,040705,531400,25000,0,0
550,790751,531400,25000,0,0
551,047591,324950,25000,0,0
552,791912,404793,25000,0,0
553,694502,016153,25000,0,0
554,732259,016153,25000,0,0
555,998414,404793,25000,0,0
556,808019,324950,25000,0,0
557,842172,841900,25000,0,0
558,686405,002940,25000,0,0
559,538449,899747,25000,0,0
560,641460,002940,25000,0,0
561,167868,404793,25000,0,0
562,220236,002940,25000,0,0
563,920128,841900,25000,0,0
564,377740,355706,25000,0,0
565,795091,531400,25000,0,0
566,037011,404793,25000,0,0
567,497834,899747,25000,0,0
568,010051,016153,25000,0,0
569,631391,531400,25000,0,0
570,256445,016153,25000,0,0
571,297644,407034,25000,0,0
572,602490,404793,25000,0,0
573,389115,002940,25000,0,0
574,387324,531400,25000,0,0
575,931766,899747,25000,0,0
576,112869,629060,25000,0,0
577,083862,404793,25000,0,0
578,320708,404793,25000,0,0
579,135320,074426,25000,0,0
580,643745,629060,25000,0,0
581,092146,629060,25000,0,0
582,884734,074426,25000,0,0
583,387302,571603,25000,0,0
584,534112,899747,25000,0,0
585,690835,403849,25000,0,0
586,640147,074426,25000,0,0
587,781844,404793,25000,0,0
588,149705,404793,25000,0,0
589,441444,415702,25000,0,0
590,217738,324950,25000,0,0
591,556346,016153,25000,0,0
592,224894,002940,25000,0,0
593,457944,531400,25000,0,0
594,253404,074426,25000,0,0
595,510421,899747,25000,0,0
596,901968,629060,25000,0,0
597,422654,571603,25000,0,0
598,481797,531400,25000,0,0
599,960413,166745,25000,0,0
600,890458,531400,25000,0,0
601,387493,404793,25000,0,0
602,893511,404793,25000,0,0
603,784231,531400,25000,0,0
604,910070,404793,25000,1,0
605,401543,404793,25000,0,0
606,483212,324950,25000,0,0
607,673521,629060,25000,0,0
608,860474,531400,25000,0,0
609,660916,166745,25000,0,0
610,728490,899747,25000,0,0
611,272446,324950,25000,0,0
612,384733,855467,25000,0,0
613,648376,531400,25000,0,0
614,770854,855467,25000,0,0
615,230665,227212,25000,0,0
616,065883,817754,25000,0,0
617,202852,002940,25000,0,0
618,607599,324950,25000,0,0
619,818858,404793,25000,0,0
620,088828,404793,25000,0,0
621,277182,404793,25000,0,0
622,264940,666703,25000,0,0
623,662950,531400,25000,0,0
624,147603,403849,25000,0,0
625,110663,016153,25000,0,0
626,355129,404793,25000,0,0
627,276894,531400,25000,0,0
628,292104,531400,25000,0,0
629,296484,074426,25000,1,0
630,646435,002940,25000,0,0
631,962636,404793,25000,0,0
632,882204,571603,25000,0,0
633,726483,531400,25000,0,0
634,074531,841900,25000,0,0
635,979023,324950,25000,0,0
636,105521,002940,25000,0,0
637,728288,074426,25000,0,0
638,878914,404793,25000,0,0
639,235105,531400,25000,0,0
640,401000,404793,25000,0,0
641,355518,002940,25000,0,0
642,043331,771691,25000,0,0
643,900145,899747,25000,0,0
644,745201,629060,25000,0,0
645,338919,531400,25000,0,0
646,158845,324950,25000,0,0
647,612022,324950,25000,0,0
648,423264,518674,25000,0,0
649,850043,662900,25000,0,0
650,119609,074426,25000,0,0
651,621962,404793,25000,0,0
652,498690,324950,25000,0,0
653,020589,324950,25000,0,0
654,223466,899747,25000,0,0
655,749499,629060,25000,0,0
656,298477,376444,25000,0,0
657,777862,002940,25000,0,0
658,535982,403849,25000,0,0
659,981363,841900,25000,0,0
660,086820,531400,25000,0,0
661,390070,531400,25000,0,0
662,183713,899747,25000,0,0
663,427912,571603,25000,1,1
664,389022,841900,25000,0,0
665,988917,841900,25000,0,0
666,859728,841900,25000,0,0
667,989734,016153,25000,0,0
668,617650,016153,25000,1,0
669,759143,404793,25000,0,0
670,441296,531400,25000,0,0
671,694068,899747,25000,0,0
672,433871,404793,25000,0,0
673,242739,629060,25000,0,0
674,978979,404793,25000,0,0
675,392398,531400,25000,0,0
676,974241,175577,25000,0,0
677,129985,324950,25000,0,0
678,649206,531400,25000,0,0
679,220560,841900,25000,1,0
680,793980,629060,25000,0,0
681,861010,415702,25000,0,0
682,680094,074426,25000,0,0
683,854471,531400,25000,0,0
684,182724,324950,25000,0,0
685,860200,841900,25000,0,0
686,988191,531400,25000,0,0
687,515465,002940,25000,0,0
688,545807,324950,25000,0,0
689,236972,841900,25000,0,0
690,107051,404793,25000,0,0
691,675804,531400,25000,0,0
692,852770,841900,25000,0,0
693,016915,311420,25000,0,0
694,096220,531400,25000,0,0
695,918271,531400,25000,0,0
696,257506,531400,25000,0,0
697,606730,593524,25000,0,0
698,038036,629060,25000,0,0
699,080930,571603,25000,0,0
700,671818,324950,25000,0,0
701,700992,404793,25000,0,0
702,809765,324950,25000,0,0
703,587790,404793,25000,0,0
704,587816,311420,25000,0,0
705,406954,666703,25000,0,0
706,367435,899747,25000,1,0
707,481805,817754,25000,0,0
708,483912,841900,25000,0,0
709,201416,531400,25000,0,0
710,420133,227212,25000,0,0
711,732031,531400,25000,0,0
712,777590,841900,25000,0,0
713,415948,403849,25000,0,0
714,525226,415702,25000,0,0
715,364805,841900,25000,0,0
716,657973,531400,25000,0,0
717,825900,407034,25000,0,0
718,094271,571603,25000,0,0
719,529534,531400,25000,0,0
720,634359,841900,25000,0,0
721,482355,324950,25000,0,0
722,402141,404793,25000,0,0
723,992904,531400,25000,0,0
724,812150,531400,25000,0,0
725,754669,899747,25000,0,0
726,310632,404793,25000,0,0
727,356130,841900,25000,0,0
728,945531,355706,25000,0,0
729,379270,002940,25000,0,0
730,503470,841900,25000,0,0
731,837264,324950,25000,0,0
732,275300,404793,25000,0,0
733,760040,841900,25000,0,0
734,782170,002940,25000,0,0
735,851648,876318,25000,0,0
736,218035,404793,25000,0,0
737,559014,403849,25000,0,0
738,718932,531400,25000,0,0
739,594282,712055,25000,0,0
740,478370,403849,25000,0,0
741,570863,882078,25000,0,0
742,692075,074426,25000,0,0
743,673362,531400,25000,0,0
744,629210,817754,25000,0,0
745,291771,002940,25000,0,0
746,661212,841900,25000,0,0
747,734502,571603,25000,0,0
748,486211,899747,25000,0,0
749,790891,324950,25000,0,0
750,309185,311933,25000,0,0
751,649611,899747,25000,0,0
752,018652,404793,25000,0,0
753,766304,311420,25000,0,0
754,411680,376444,25000,0,0
755,214994,074426,25000,0,0
756,747130,629060,25000,0,0
757,796810,175577,25000,0,0
758,532225,324950,25000,0,0
759,714524,404793,25000,0,0
760,786672,074426,25000,0,0
761,603029,404793,25000,0,0
762,425649,571603,25000,0,0
763,577942,841900,25000,0,0
764,903573,404793,25000,0,0
765,617970,899747,25000,1,0
766,930437,403849,25000,0,0
767,645225,404793,25000,0,0
768,446823,074426,25000,0,0
769,550495,855467,25000,0,0
770,674775,531400,25000,0,0
771,945937,355706,25000,0,0
772,272094,531400,25000,0,0
773,593605,531400,25000,0,0
774,948343,531400,25000,0,0
775,764988,649549,25000,0,0
776,294606,899747,25000,0,0
777,137193,016153,25000,0,0
778,227675,531400,25000,0,0
779,532834,404793,25000,0,0
780,935645,841900,25000,0,0
781,346700,324950,25000,0,0
782,228215,841900,25000,0,0
783,951664,002940,25000,0,0
784,853483,841900,25000,0,0
785,296634,324950,25000,0,0
786,910922,267490,25000,0,0
787,111035,074426,25000,0,0
788,085049,404793,25000,0,0
789,838135,855467,25000,0,0
790,101890,324950,25000,0,0
791,634445,899747,25000,0,0
792,589851,403849,25000,0,0
793,976486,531400,25000,0,0
794,735477,074426,25000,0,0
795,812463,016153,25000,0,0
796,543902,403849,25000,0,0
797,685764,531400,25000,0,0
798,693250,324950,25000,0,0
799,560224,404793,25000,0,0
800,109161,531400,25000,0,0
801,540370,531400,25000,0,0
802,164731,404793,25000,1,0
803,746910,002940,25000,0,0
804,737884,817754,25000,0,0
805,538620,324950,25000,0,0
806,959417,841900,25000,0,0
807,111692,404793,25000,0,0
808,920125,311420,25000,0,0
809,360482,166745,25000,0,0
810,441090,002940,25000,0,0
811,882021,407034,25000,0,0
812,141599,404793,25000,0,0
813,740228,324950,25000,0,0
814,342443,002940,25000,0,0
815,578464,531400,25000,0,0
816,677904,841900,25000,0,0
817,683460,404793,25000,0,0
818,640522,666703,25000,0,0
819,297467,404793,25000,0,0
820,689908,227212,25000,0,0
821,577958,666703,25000,0,0
822,076535,404793,25000,0,0
823,020594,841900,25000,0,0
824,741673,002940,25000,0,0
825,580242,571603,25000,0,0
826,872240,666703,25000,0,0
827,094337,311933,25000,0,0
828,262892,403849,25000,0,0
829,216149,002940,25000,0,0
830,820720,227212,25000,0,0
831,098511,404793,25000,0,0
832,964331,571603,25000,0,0
833,927262,404793,25000,0,0
834,642610,376444,25000,0,0
835,224473,629060,25000,0,0
836,953635,666703,25000,0,0
837,464674,324950,25000,0,0
838,063637,817754,25000,0,0
839,792301,841900,25000,0,0
840,700475,899747,25000,0,0
841,460968,712055,25000,0,0
842,504351,531400,25000,0,0
843,742790,324950,25000,0,0
844,179323,404793,25000,0,0
845,052276,531400,25000,0,0
846,679931,404793,25000,0,0
847,034133,016153,25000,0,0
848,127475,324950,25000,0,0
849,841794,855467,25000,0,0
850,315699,016153,25000,0,0
851,364427,404793,25000,0,0
852,937626,571603,25000,0,0
853,698582,531400,25000,1,0
854,987629,275589,25000,0,0
855,564388,407034,25000,0,0
856,928373,571603,25000,0,0
857,685471,629060,25000,0,0
858,715347,002940,25000,0,0
859,945954,407034,25000,0,0
860,996821,666703,25000,0,0
861,161569,324950,25000,0,0
862,380145,841900,25000,0,0
863,323451,166745,25000,1,1
864,876640,407034,25000,0,0
865,563660,002940,25000,0,0
866,120290,531400,25000,0,0
867,380613,324950,25000,0,0
868,490035,571603,25000,0,0
869,367519,002940,25000,0,0
870,965270,531400,25000,0,0
871,341081,404793,25000,0,0
872,746979,074426,25000,0,0
873,009715,841900,25000,0,0
874,302724,227212,25000,0,0
875,435913,404793,25000,0,0
876,612524,899747,25000,0,0
877,515774,415702,25000,0,0
878,430964,404793,25000,0,0
879,490114,531400,25000,0,0
880,693334,518674,25000,0,0
881,796373,846880,25000,1,0
882,196992,855467,25000,0,0
883,132975,002940,25000,0,0
884,012708,074426,25000,0,0
885,289683,531400,25000,0,0
886,839885,404793,25000,0,0
887,156949,415702,25000,0,0
888,131729,355706,25000,0,0
889,360040,841900,25000,0,0
890,909811,324950,25000,0,0
891,719964,311420,25000,0,0
892,463316,404793,25000,0,0
893,753520,531400,25000,0,0
894,661271,531400,25000,0,0
895,390700,841900,25000,0,0
896,041324,571603,25000,0,0
897,132566,403849,25000,0,0
898,826765,404793,25000,0,0
899,771376,324950,25000,1,0
900,057001,404793,25000,0,0
901,474688,002940,25000,0,0
902,656550,275589,25000,0,0
903,747322,649549,25000,0,0
904,338030,074426,25000,0,0
905,906803,404793,25000,0,0
906,281364,016153,25000,0,0
907,353720,074426,25000,0,0
908,084582,531400,25000,0,0
909,339183,324950,25000,0,0
910,342862,002940,25000,0,0
911,347063,629060,25000,0,0
912,663757,415702,25000,0,0
913,314595,841900,25000,0,0
914,219942,074426,25000,0,0
915,945465,311420,25000,0,0
916,582707,002940,25000,0,0
917,114931,899747,25000,0,0
918,198915,324950,25000,0,0
919,250504,531400,25000,0,0
920,909139,531400,25000,0,0
921,082122,324950,25000,0,0
922,872452,074426,25000,0,0
923,063853,571603,25000,0,0
924,771155,899747,25000,0,0
925,653154,404793,25000,0,0
926,229338,841900,25000,0,0
927,122624,324950,25000,0,0
928,835773,074426,25000,1,0
